Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
beb311f4-722e-846b-7b1f-3b3dd91f4061,1945-08-25,1990-08-23,999-12-4730,S99962498,X47560990X,Mrs.,Edie35,Zboncak558,,Dibbert990,M,white,nonhispanic,F,Westfield  Massachusetts  US,860 Batz Plaza,Fall River,Massachusetts,Bristol County,02724,41.67609409083977,-71.1764964590284,1066398.65,3722.0799999999995
a99ef938-c231-8b74-294b-bb758e99f490,2012-01-17,,999-20-8472,,,,Layne115,Cruickshank494,,,,white,nonhispanic,F,Andover  Massachusetts  US,293 Parisian Lodge,Plymouth,Massachusetts,Plymouth County,02360,41.904822115399654,-70.58357875673296,216472.59,2388.2
43aeb460-5b04-69fa-93c1-f8a70f6f4c0e,1948-12-16,,999-86-7786,S99956144,X86780664X,Mrs.,Sona831,Skiles927,,MacGyver246,M,white,nonhispanic,F,Ipswich  Massachusetts  US,464 Kutch Well Suite 91,Falmouth,Massachusetts,Barnstable County,02540,41.559901257479495,-70.62973527683813,1306090.03,14729.97
2032801f-42a2-dbf9-3003-7afdf355c2d0,2003-07-07,,999-71-7343,S99992907,,,Lincoln623,Sauer652,,,,white,nonhispanic,M,Dartmouth  Massachusetts  US,448 Muller Key,Wrentham,Massachusetts,Norfolk County,,42.0991258373795,-71.34803046049147,383875.02,6291.039999999999
01e17608-4de7-668a-b020-26f30183bd4c,1989-01-11,,999-53-7152,S99997273,X29565799X,Ms.,Cassidy160,Mayert710,,,S,white,nonhispanic,F,Lynn  Massachusetts  US,834 Runolfsson Center,Brockton,Massachusetts,Plymouth County,02351,42.04078625990948,-71.06321937993862,438110.18,8730.039999999999
95ce8e97-01ce-5e8d-ab2b-61ad590afca0,1974-08-04,,999-80-6558,S99978254,X71449004X,Mr.,Rich940,Kuhlman484,,,M,white,nonhispanic,M,Holbrook  Massachusetts  US,200 McCullough Grove,Barnstable,Massachusetts,Barnstable County,02601,41.73640757128229,-70.31349871011587,951852.99,3282.12
ea41d4a5-fd7c-b662-12a8-8ca37f3f41ad,1945-08-25,,999-48-7737,S99978168,X64053409X,Mrs.,Beaulah36,Deckow585,,Gibson10,M,white,nonhispanic,F,Boston  Massachusetts  US,797 Hegmann Gardens,Fall River,Massachusetts,Bristol County,02790,41.67221658639744,-71.05709300761175,1486055.52,13760.849999999999
5053ed2b-c7ec-a830-a6ac-463b900ea1bf,1979-05-12,,999-81-7797,S99995575,X14467957X,Mrs.,Stephany248,Runolfsson901,,Emmerich580,M,white,nonhispanic,F,Kingston  Massachusetts  US,865 Balistreri Divide,Canton,Massachusetts,Norfolk County,,42.20057588577472,-71.16996816487574,1068314.55,4319.7
fc99dc2f-e5b4-e14b-d235-075e1c73cb0e,1994-06-25,,999-36-5978,S99931908,X56700242X,Mr.,Emery884,Cummings51,,,,black,nonhispanic,M,Amherst  Massachusetts  US,318 Batz Forge Apt 21,Boston,Massachusetts,Suffolk County,02108,42.41839074532083,-71.08967700669372,673487.42,4127.16
046ebd87-ed0f-c118-28ad-ce11cc3c7f96,1998-06-18,,999-24-5411,S99943485,X29717614X,Ms.,Cara845,Moen819,,,,white,nonhispanic,F,Grafton  Massachusetts  US,470 Cole Center,Ashby,Massachusetts,Middlesex County,,42.6752379336993,-71.8049720014422,575862.44,8041.8
ade3bb6f-3628-2251-5f52-31ec9e631fb8,1985-03-20,,999-62-6385,S99932519,X78870642X,Mrs.,Donnie175,Ullrich385,,Senger904,M,white,nonhispanic,F,Worcester  Massachusetts  US,1051 Jaskolski Alley,Malden,Massachusetts,Middlesex County,02155,42.47897175784549,-71.10307649686835,753347.55,13331.399999999998
c5883454-8733-8f16-55e3-26d40ba87bc3,1968-06-02,,999-44-1349,S99950411,X76259585X,Mrs.,Kellye282,Moore224,,Gorczany269,M,white,nonhispanic,F,Southampton  Massachusetts  US,1013 Kulas Frontage road,Lynn,Massachusetts,Essex County,01940,42.57959973673549,-71.01674068480116,1337138.86,5417.04
2d4b9f1e-68ba-bc26-deaf-4e21528b6719,1940-01-30,,999-82-6644,S99912265,X18976096X,Mr.,Jacob959,Ryan260,,,M,black,nonhispanic,M,Boston  Massachusetts  US,327 Breitenberg Forge,Bedford,Massachusetts,Middlesex County,01730,42.49834722294046,-71.3126993371802,1437596.4700000002,87470.17999999996
8150fa23-a2fa-c3e1-b90b-ea5200280a76,2000-03-14,,999-37-9449,S99980951,X45945746X,Mr.,Martín25,Collazo246,,,,black,hispanic,M,San Juan  Puerto Rico  PR,264 Hilll Ferry Unit 20,Chelsea,Massachusetts,Suffolk County,02151,42.443230157458075,-71.05750767642829,29828.670000000002,2941.4
6820d52b-74ac-72e2-9aa4-38707fabae2b,1982-05-01,,999-21-3270,S99982488,X18495935X,Mrs.,Ingrid581,Ernser583,,Witting912,M,white,hispanic,F,Boston  Massachusetts  US,1069 Littel Lane,West Springfield,Massachusetts,Hampden County,,42.13435699539027,-72.68611690446721,22970.36,1670.2699999999998
a001bea4-6b4f-849e-ff68-8494c2a26b68,2004-09-08,,999-49-8433,S99957480,,,Craig656,Turner526,,,,asian,nonhispanic,M,Boston  Massachusetts  US,260 Johns Village Unit 67,Revere,Massachusetts,Suffolk County,,42.394131643007825,-70.97019587789339,412884.1,3431.44
db36640b-1cd8-b915-125d-660f7b509925,1958-05-23,,999-15-4389,S99963466,X58560047X,Mrs.,Josefine519,Donnelly343,,Jacobi462,M,white,hispanic,F,Billerica  Massachusetts  US,249 Langworth Trace Suite 14,Springfield,Massachusetts,Hampden County,,42.07563805139895,-72.53131369384427,1568305.13,6169.379999999999
9d2f624a-8e8e-b5ce-a9a0-07294a4ae1f7,1979-09-09,,999-37-7748,S99957752,X8411265X,Mrs.,Traci329,Treutel973,,Romaguera67,M,white,nonhispanic,F,Shirley  Massachusetts  US,1095 Schumm Parade,Peabody,Massachusetts,Essex County,01940,42.49191932628994,-71.01201926484704,132694.02,12052.769999999999
c980dbcf-937e-9358-5e24-e9d1b0585faa,1953-11-14,,999-73-6838,S99943466,X71656378X,Mrs.,Mendy939,Kozey370,,Blick895,M,white,nonhispanic,F,Webster  Massachusetts  US,386 Miller Loaf,Quincy,Massachusetts,Norfolk County,,42.2283807674314,-71.03589851530805,1511647.26,12033.089999999998
6924f4d3-6a4a-8d35-d965-dc6e74e03f3a,1965-11-03,,999-40-2785,S99937768,X53478641X,Mr.,Thurman577,Beier427,,,M,white,nonhispanic,M,North Andover  Massachusetts  US,105 Wiza Bypass,Agawam,Massachusetts,Hampden County,,42.09324896445257,-72.7198750833397,1289135.78,9036.599999999999
d10c2784-5757-2f3f-f2ca-e40c8bfce364,1981-09-04,,999-20-9535,S99947278,X53783646X,Mr.,Russell422,Olson653,,,M,black,nonhispanic,M,Pittsfield  Massachusetts  US,1056 Koch Divide Apt 53,Brockton,Massachusetts,Plymouth County,,42.06525467053351,-71.05379943350681,999854.21,8875.84
e6351ec6-4085-5f82-7f65-6aa6b778ba09,2013-12-21,,999-47-2621,,,,Orlando897,Von197,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,111 Kerluke Station Unit 91,Worcester,Massachusetts,Worcester County,01609,42.26786135704399,-71.8021872031727,25175.579999999998,575.8
dbdf1375-95d0-e816-7af7-e9efe62475d1,1995-09-05,,999-60-7318,S99941855,X961728X,Ms.,Georgeann302,Dare640,,,,white,nonhispanic,F,Wrocław  Lower Silesian  PL,789 Stiedemann Path,Springfield,Massachusetts,Hampden County,01119,42.14958572088079,-72.597385622574,611655.15,6233.56
329129ef-0189-5b14-347d-3d4c60378810,1996-01-29,,999-84-6508,S99994672,X75179903X,Ms.,Cari853,Lang846,,,,white,nonhispanic,F,Weymouth  Massachusetts  US,1029 Dickinson Terrace Apt 79,Northborough,Massachusetts,Worcester County,,42.35472751598322,-71.69036841090212,515821.71,3731.2799999999997
b1c0f543-d8a3-fa14-f798-de99b851b42a,2005-08-16,,999-53-6968,,,,Modesto621,Stanton715,,,,asian,nonhispanic,M,Woburn  Massachusetts  US,433 Lueilwitz Vista,Haverhill,Massachusetts,Essex County,01835,42.797628241350075,-71.08073022863914,339695.94,11028.189999999999
6648fb98-2654-78d9-6857-f834d31592da,1990-10-22,,999-66-6452,S99951670,X45209926X,Mr.,Bud153,Hilpert278,,,M,white,nonhispanic,M,Westport  Massachusetts  US,554 Abbott Brook,Milford,Massachusetts,Worcester County,01757,42.123047443347986,-71.56874866415843,837989.36,3588.08
eb10d186-019a-fe49-095d-14078d8cda76,1956-04-18,,999-15-7840,S99958604,X51186950X,Mrs.,Lacie818,Carroll471,,Gusikowski974,M,white,hispanic,F,Quincy  Massachusetts  US,463 Windler Esplanade,Boston,Massachusetts,Suffolk County,02118,42.31279485189611,-71.08126900108779,1342636.39,9185.72
